punto_index,x_original,y_original,x_robot,y_robot,theta1_rad,theta2_rad,theta1_deg,theta2_deg,alcanzable
1746,6.85,-7.07,21.85,-7.07,-0.83,1.23,-47.46,70.64,true
1747,6.86,-7.04,21.86,-7.04,-0.83,1.23,-47.37,70.62,true
1748,6.87,-7.0,21.87,-7.0,-0.83,1.23,-47.28,70.6,true
1749,6.89,-6.97,21.89,-6.97,-0.82,1.23,-47.19,70.58,true
1750,6.9,-6.94,21.9,-6.94,-0.82,1.23,-47.1,70.57,true
1751,6.91,-6.91,21.91,-6.91,-0.82,1.23,-47.01,70.55,true
1752,6.92,-6.88,21.92,-6.88,-0.82,1.23,-46.92,70.54,true
1753,6.93,-6.85,21.93,-6.85,-0.82,1.23,-46.84,70.53,true
1754,6.94,-6.82,21.94,-6.82,-0.82,1.23,-46.75,70.53,true
1755,6.96,-6.78,21.96,-6.78,-0.81,1.23,-46.66,70.52,true
1756,6.97,-6.75,21.97,-6.75,-0.81,1.23,-46.57,70.52,true
1757,6.98,-6.72,21.98,-6.72,-0.81,1.23,-46.49,70.51,true
1758,6.99,-6.69,21.99,-6.69,-0.81,1.23,-46.4,70.51,true
1759,7.0,-6.65,22.0,-6.65,-0.81,1.23,-46.32,70.51,true
1760,7.01,-6.62,22.01,-6.62,-0.81,1.23,-46.23,70.51,true
1761,7.02,-6.59,22.02,-6.59,-0.81,1.23,-46.15,70.51,true
1762,7.03,-6.56,22.03,-6.56,-0.8,1.23,-46.06,70.51,true
1763,7.04,-6.52,22.04,-6.52,-0.8,1.23,-45.98,70.51,true
1764,7.05,-6.49,22.05,-6.49,-0.8,1.23,-45.9,70.51,true
1765,7.05,-6.46,22.05,-6.46,-0.8,1.23,-45.81,70.51,true
1766,7.06,-6.43,22.06,-6.43,-0.8,1.23,-45.73,70.51,true
1767,7.07,-6.4,22.07,-6.4,-0.8,1.23,-45.65,70.51,true
1768,7.08,-6.36,22.08,-6.36,-0.8,1.23,-45.56,70.51,true
1769,7.09,-6.33,22.09,-6.33,-0.79,1.23,-45.48,70.51,true
1770,7.1,-6.3,22.1,-6.3,-0.79,1.23,-45.4,70.5,true
1771,7.11,-6.27,22.11,-6.27,-0.79,1.23,-45.31,70.5,true
1772,7.12,-6.24,22.12,-6.24,-0.79,1.23,-45.23,70.5,true
1773,7.13,-6.21,22.13,-6.21,-0.79,1.23,-45.15,70.49,true
1774,7.14,-6.18,22.14,-6.18,-0.79,1.23,-45.06,70.48,true
1775,7.15,-6.14,22.15,-6.14,-0.79,1.23,-44.98,70.48,true
1776,7.16,-6.11,22.16,-6.11,-0.78,1.23,-44.9,70.47,true
1777,7.17,-6.08,22.17,-6.08,-0.78,1.23,-44.81,70.46,true
1778,7.18,-6.05,22.18,-6.05,-0.78,1.23,-44.73,70.44,true
1779,7.19,-6.02,22.19,-6.02,-0.78,1.23,-44.64,70.43,true
1780,7.2,-5.99,22.2,-5.99,-0.78,1.23,-44.56,70.41,true
1781,7.21,-5.96,22.21,-5.96,-0.78,1.23,-44.47,70.39,true
1782,7.22,-5.94,22.22,-5.94,-0.77,1.23,-44.39,70.37,true
1783,7.23,-5.91,22.23,-5.91,-0.77,1.23,-44.3,70.35,true
1784,7.24,-5.88,22.24,-5.88,-0.77,1.23,-44.22,70.32,true
1785,7.25,-5.85,22.25,-5.85,-0.77,1.23,-44.13,70.29,true
1786,7.27,-5.82,22.27,-5.82,-0.77,1.23,-44.04,70.26,true
1787,7.28,-5.79,22.28,-5.79,-0.77,1.23,-43.95,70.23,true
1788,7.29,-5.77,22.29,-5.77,-0.77,1.23,-43.87,70.19,true
1789,7.3,-5.74,22.3,-5.74,-0.76,1.22,-43.78,70.15,true
1790,7.32,-5.71,22.32,-5.71,-0.76,1.22,-43.69,70.11,true
1791,7.33,-5.69,22.33,-5.69,-0.76,1.22,-43.6,70.06,true
1792,7.34,-5.66,22.34,-5.66,-0.76,1.22,-43.51,70.01,true
1793,7.36,-5.63,22.36,-5.63,-0.76,1.22,-43.41,69.96,true
1794,7.37,-5.61,22.37,-5.61,-0.76,1.22,-43.32,69.9,true
1795,7.39,-5.58,22.39,-5.58,-0.75,1.22,-43.23,69.84,true
1796,7.4,-5.56,22.4,-5.56,-0.75,1.22,-43.13,69.78,true
1797,7.42,-5.53,22.42,-5.53,-0.75,1.22,-43.04,69.71,true
1798,7.43,-5.51,22.43,-5.51,-0.75,1.22,-42.94,69.65,true
1799,7.45,-5.48,22.45,-5.48,-0.75,1.21,-42.85,69.57,true
1800,7.47,-5.46,22.47,-5.46,-0.75,1.21,-42.75,69.5,true
1801,7.48,-5.44,22.48,-5.44,-0.74,1.21,-42.65,69.42,true
1802,7.5,-5.41,22.5,-5.41,-0.74,1.21,-42.55,69.33,true
1803,7.52,-5.39,22.52,-5.39,-0.74,1.21,-42.45,69.25,true
1804,7.54,-5.37,22.54,-5.37,-0.74,1.21,-42.35,69.16,true
1805,7.55,-5.34,22.55,-5.34,-0.74,1.21,-42.25,69.06,true
1806,7.57,-5.32,22.57,-5.32,-0.74,1.2,-42.14,68.96,true
1807,7.59,-5.3,22.59,-5.3,-0.73,1.2,-42.04,68.86,true
1808,7.61,-5.28,22.61,-5.28,-0.73,1.2,-41.94,68.76,true
1809,7.63,-5.26,22.63,-5.26,-0.73,1.2,-41.83,68.65,true
1810,7.65,-5.24,22.65,-5.24,-0.73,1.2,-41.72,68.54,true
1811,7.67,-5.21,22.67,-5.21,-0.73,1.19,-41.61,68.42,true
1812,7.69,-5.19,22.69,-5.19,-0.72,1.19,-41.51,68.3,true
1813,7.72,-5.17,22.72,-5.17,-0.72,1.19,-41.4,68.18,true
1814,7.74,-5.15,22.74,-5.15,-0.72,1.19,-41.28,68.05,true
1815,7.76,-5.13,22.76,-5.13,-0.72,1.19,-41.17,67.92,true
1816,7.78,-5.11,22.78,-5.11,-0.72,1.18,-41.06,67.79,true
1817,7.81,-5.09,22.81,-5.09,-0.71,1.18,-40.94,67.65,true
1818,7.83,-5.07,22.83,-5.07,-0.71,1.18,-40.83,67.51,true
1819,7.85,-5.05,22.85,-5.05,-0.71,1.18,-40.71,67.37,true
1820,7.88,-5.03,22.88,-5.03,-0.71,1.17,-40.6,67.22,true
1821,7.9,-5.01,22.9,-5.01,-0.71,1.17,-40.48,67.07,true
1822,7.93,-4.99,22.93,-4.99,-0.7,1.17,-40.36,66.92,true
1823,7.95,-4.98,22.95,-4.98,-0.7,1.17,-40.24,66.77,true
1824,7.98,-4.96,22.98,-4.96,-0.7,1.16,-40.12,66.61,true
1825,8.0,-4.94,23.0,-4.94,-0.7,1.16,-39.99,66.45,true
1826,8.03,-4.92,23.03,-4.92,-0.7,1.16,-39.87,66.29,true
1827,8.05,-4.9,23.05,-4.9,-0.69,1.15,-39.75,66.12,true
1828,8.08,-4.88,23.08,-4.88,-0.69,1.15,-39.62,65.95,true
1829,8.11,-4.86,23.11,-4.86,-0.69,1.15,-39.5,65.78,true
1830,8.13,-4.84,23.13,-4.84,-0.69,1.15,-39.37,65.61,true
1831,8.16,-4.83,23.16,-4.83,-0.68,1.14,-39.24,65.43,true
1832,8.19,-4.81,23.19,-4.81,-0.68,1.14,-39.12,65.26,true
1833,8.21,-4.79,23.21,-4.79,-0.68,1.14,-38.99,65.08,true
1834,8.24,-4.77,23.24,-4.77,-0.68,1.13,-38.86,64.9,true
1835,8.27,-4.75,23.27,-4.75,-0.68,1.13,-38.73,64.72,true
1836,8.3,-4.73,23.3,-4.73,-0.67,1.13,-38.6,64.54,true
1837,8.32,-4.71,23.32,-4.71,-0.67,1.12,-38.46,64.35,true
1838,8.35,-4.69,23.35,-4.69,-0.67,1.12,-38.33,64.17,true
1839,8.38,-4.68,23.38,-4.68,-0.67,1.12,-38.2,63.98,true
1840,8.41,-4.66,23.41,-4.66,-0.66,1.11,-38.07,63.8,true
1841,8.43,-4.64,23.43,-4.64,-0.66,1.11,-37.93,63.61,true
1842,8.46,-4.62,23.46,-4.62,-0.66,1.11,-37.8,63.42,true
1843,8.49,-4.6,23.49,-4.6,-0.66,1.1,-37.67,63.23,true
1844,8.52,-4.58,23.52,-4.58,-0.66,1.1,-37.53,63.05,true
1845,8.55,-4.56,23.55,-4.56,-0.65,1.1,-37.4,62.86,true
1846,8.57,-4.54,23.57,-4.54,-0.65,1.09,-37.26,62.67,true
1847,8.6,-4.52,23.6,-4.52,-0.65,1.09,-37.13,62.49,true
1848,8.63,-4.5,23.63,-4.5,-0.65,1.09,-37.0,62.3,true
1849,8.65,-4.48,23.65,-4.48,-0.64,1.08,-36.86,62.12,true
1850,8.68,-4.46,23.68,-4.46,-0.64,1.08,-36.73,61.93,true
1851,8.71,-4.44,23.71,-4.44,-0.64,1.08,-36.59,61.75,true
1852,8.73,-4.42,23.73,-4.42,-0.64,1.07,-36.46,61.57,true
1853,8.76,-4.39,23.76,-4.39,-0.63,1.07,-36.33,61.39,true
1854,8.79,-4.37,23.79,-4.37,-0.63,1.07,-36.19,61.21,true
1855,8.81,-4.35,23.81,-4.35,-0.63,1.07,-36.06,61.04,true
1856,8.84,-4.33,23.84,-4.33,-0.63,1.06,-35.93,60.87,true
1857,8.86,-4.31,23.86,-4.31,-0.62,1.06,-35.8,60.7,true
1858,8.89,-4.28,23.89,-4.28,-0.62,1.06,-35.67,60.53,true
1859,8.91,-4.26,23.91,-4.26,-0.62,1.05,-35.54,60.37,true
1860,8.93,-4.24,23.93,-4.24,-0.62,1.05,-35.41,60.21,true
1861,8.96,-4.21,23.96,-4.21,-0.62,1.05,-35.28,60.05,true
1862,8.98,-4.19,23.98,-4.19,-0.61,1.05,-35.16,59.9,true
1863,9.0,-4.17,24.0,-4.17,-0.61,1.04,-35.03,59.75,true
1864,9.02,-4.14,24.02,-4.14,-0.61,1.04,-34.91,59.6,true
1865,9.05,-4.12,24.05,-4.12,-0.61,1.04,-34.78,59.46,true
1866,9.07,-4.09,24.07,-4.09,-0.6,1.04,-34.66,59.32,true
1867,9.09,-4.07,24.09,-4.07,-0.6,1.03,-34.54,59.19,true
1868,9.11,-4.04,24.11,-4.04,-0.6,1.03,-34.43,59.06,true
1869,9.12,-4.02,24.12,-4.02,-0.6,1.03,-34.31,58.94,true
1870,9.14,-3.99,24.14,-3.99,-0.6,1.03,-34.19,58.83,true
1871,9.16,-3.96,24.16,-3.96,-0.59,1.02,-34.08,58.71,true
1872,9.18,-3.94,24.18,-3.94,-0.59,1.02,-33.97,58.61,true
1873,9.19,-3.91,24.19,-3.91,-0.59,1.02,-33.86,58.51,true
1874,9.21,-3.88,24.21,-3.88,-0.59,1.02,-33.75,58.42,true
1875,9.22,-3.85,24.22,-3.85,-0.59,1.02,-33.65,58.33,true
1876,9.24,-3.83,24.24,-3.83,-0.59,1.02,-33.54,58.25,true
1877,9.25,-3.8,24.25,-3.8,-0.58,1.02,-33.44,58.17,true
1878,9.26,-3.77,24.26,-3.77,-0.58,1.01,-33.35,58.11,true
1879,9.27,-3.74,24.27,-3.74,-0.58,1.01,-33.25,58.05,true
1880,9.29,-3.71,24.29,-3.71,-0.58,1.01,-33.16,57.99,true
1881,9.3,-3.68,24.3,-3.68,-0.58,1.01,-33.06,57.95,true
1882,9.3,-3.65,24.3,-3.65,-0.58,1.01,-32.98,57.91,true
1883,9.31,-3.62,24.31,-3.62,-0.57,1.01,-32.89,57.88,true
1884,9.32,-3.59,24.32,-3.59,-0.57,1.01,-32.81,57.85,true
1885,9.33,-3.56,24.33,-3.56,-0.57,1.01,-32.73,57.84,true
1886,9.33,-3.53,24.33,-3.53,-0.57,1.01,-32.65,57.83,true
1887,9.34,-3.49,24.34,-3.49,-0.57,1.01,-32.57,57.83,true
1888,9.34,-3.46,24.34,-3.46,-0.57,1.01,-32.5,57.83,true
1889,9.34,-3.43,24.34,-3.43,-0.57,1.01,-32.43,57.85,true
1890,9.35,-3.4,24.35,-3.4,-0.56,1.01,-32.36,57.87,true
1891,9.35,-3.36,24.35,-3.36,-0.56,1.01,-32.3,57.9,true
1892,9.35,-3.33,24.35,-3.33,-0.56,1.01,-32.24,57.94,true
1893,9.35,-3.3,24.35,-3.3,-0.56,1.01,-32.18,57.99,true
1894,9.34,-3.26,24.34,-3.26,-0.56,1.01,-32.13,58.04,true
1895,9.34,-3.23,24.34,-3.23,-0.56,1.01,-32.08,58.1,true
1896,9.34,-3.2,24.34,-3.2,-0.56,1.02,-32.03,58.17,true
1897,9.33,-3.16,24.33,-3.16,-0.56,1.02,-31.98,58.25,true
1898,9.33,-3.13,24.33,-3.13,-0.56,1.02,-31.94,58.34,true
1899,9.32,-3.09,24.32,-3.09,-0.56,1.02,-31.9,58.43,true
1900,9.31,-3.06,24.31,-3.06,-0.56,1.02,-31.86,58.54,true
1901,9.3,-3.02,24.3,-3.02,-0.56,1.02,-31.83,58.65,true
1902,9.29,-2.99,24.29,-2.99,-0.55,1.03,-31.79,58.77,true
1903,9.28,-2.95,24.28,-2.95,-0.55,1.03,-31.77,58.89,true
1904,9.27,-2.92,24.27,-2.92,-0.55,1.03,-31.74,59.03,true
1905,9.26,-2.88,24.26,-2.88,-0.55,1.03,-31.72,59.17,true
1906,9.25,-2.84,24.25,-2.84,-0.55,1.04,-31.7,59.32,true
1907,9.23,-2.81,24.23,-2.81,-0.55,1.04,-31.68,59.47,true
1908,9.22,-2.77,24.22,-2.77,-0.55,1.04,-31.67,59.64,true
1909,9.2,-2.74,24.2,-2.74,-0.55,1.04,-31.66,59.81,true
1910,9.18,-2.7,24.18,-2.7,-0.55,1.05,-31.65,59.98,true
1911,9.16,-2.66,24.16,-2.66,-0.55,1.05,-31.64,60.17,true
1912,9.15,-2.63,24.15,-2.63,-0.55,1.05,-31.64,60.36,true
1913,9.13,-2.59,24.13,-2.59,-0.55,1.06,-31.64,60.55,true
1914,9.11,-2.55,24.11,-2.55,-0.55,1.06,-31.64,60.76,true
1915,9.08,-2.52,24.08,-2.52,-0.55,1.06,-31.64,60.97,true
1916,9.06,-2.48,24.06,-2.48,-0.55,1.07,-31.65,61.18,true
1917,9.04,-2.44,24.04,-2.44,-0.55,1.07,-31.65,61.4,true
1918,9.01,-2.41,24.01,-2.41,-0.55,1.08,-31.66,61.63,true
1919,8.99,-2.37,23.99,-2.37,-0.55,1.08,-31.68,61.86,true
1920,8.96,-2.33,23.96,-2.33,-0.55,1.08,-31.69,62.1,true
1921,8.94,-2.29,23.94,-2.29,-0.55,1.09,-31.71,62.34,true
1922,8.91,-2.26,23.91,-2.26,-0.55,1.09,-31.72,62.58,true
1923,8.88,-2.22,23.88,-2.22,-0.55,1.1,-31.74,62.83,true
1924,8.85,-2.18,23.85,-2.18,-0.55,1.1,-31.77,63.09,true
1925,8.83,-2.15,23.83,-2.15,-0.55,1.11,-31.79,63.35,true
1926,8.8,-2.11,23.8,-2.11,-0.56,1.11,-31.81,63.61,true
1927,8.76,-2.08,23.76,-2.08,-0.56,1.11,-31.84,63.88,true
1928,8.73,-2.04,23.73,-2.04,-0.56,1.12,-31.87,64.15,true
1929,8.7,-2.0,23.7,-2.0,-0.56,1.12,-31.9,64.42,true
1930,8.67,-1.97,23.67,-1.97,-0.56,1.13,-31.93,64.7,true
1931,8.64,-1.93,23.64,-1.93,-0.56,1.13,-31.96,64.97,true
1932,8.6,-1.89,23.6,-1.89,-0.56,1.14,-31.99,65.25,true
1933,8.57,-1.86,23.57,-1.86,-0.56,1.14,-32.03,65.54,true
1934,8.54,-1.82,23.54,-1.82,-0.56,1.15,-32.06,65.82,true
1935,8.5,-1.79,23.5,-1.79,-0.56,1.15,-32.1,66.11,true
1936,8.47,-1.75,23.47,-1.75,-0.56,1.16,-32.13,66.4,true
1937,8.43,-1.72,23.43,-1.72,-0.56,1.16,-32.17,66.69,true
1938,8.4,-1.68,23.4,-1.68,-0.56,1.17,-32.21,66.98,true
1939,8.36,-1.65,23.36,-1.65,-0.56,1.17,-32.24,67.27,true
1940,8.32,-1.61,23.32,-1.61,-0.56,1.18,-32.28,67.56,true
1941,8.29,-1.58,23.29,-1.58,-0.56,1.18,-32.32,67.85,true
1942,8.25,-1.55,23.25,-1.55,-0.56,1.19,-32.36,68.15,true
1943,8.21,-1.51,23.21,-1.51,-0.57,1.19,-32.4,68.44,true
1944,8.18,-1.48,23.18,-1.48,-0.57,1.2,-32.44,68.73,true
1945,8.14,-1.45,23.14,-1.45,-0.57,1.2,-32.48,69.02,true
1946,8.1,-1.41,23.1,-1.41,-0.57,1.21,-32.52,69.31,true
1947,8.06,-1.38,23.06,-1.38,-0.57,1.21,-32.56,69.6,true
1948,8.03,-1.35,23.03,-1.35,-0.57,1.22,-32.6,69.89,true
1949,7.99,-1.32,22.99,-1.32,-0.57,1.22,-32.64,70.18,true
1950,7.95,-1.28,22.95,-1.28,-0.57,1.23,-32.68,70.46,true
1951,7.91,-1.25,22.91,-1.25,-0.57,1.23,-32.71,70.75,true
1952,7.88,-1.22,22.88,-1.22,-0.57,1.24,-32.75,71.03,true
1953,7.84,-1.19,22.84,-1.19,-0.57,1.24,-32.79,71.31,true
1954,7.8,-1.16,22.8,-1.16,-0.57,1.25,-32.83,71.59,true
1955,7.77,-1.13,22.77,-1.13,-0.57,1.25,-32.86,71.86,true
1956,7.73,-1.1,22.73,-1.1,-0.57,1.26,-32.9,72.13,true
1957,7.69,-1.07,22.69,-1.07,-0.57,1.26,-32.93,72.4,true
1958,7.66,-1.04,22.66,-1.04,-0.58,1.27,-32.96,72.67,true
1959,7.62,-1.01,22.62,-1.01,-0.58,1.27,-33.0,72.93,true
1960,7.59,-0.98,22.59,-0.98,-0.58,1.28,-33.03,73.19,true
1961,7.55,-0.95,22.55,-0.95,-0.58,1.28,-33.06,73.44,true
1962,7.52,-0.93,22.52,-0.93,-0.58,1.29,-33.09,73.69,true
1963,7.48,-0.9,22.48,-0.9,-0.58,1.29,-33.12,73.94,true
1964,7.45,-0.87,22.45,-0.87,-0.58,1.29,-33.14,74.18,true
1965,7.42,-0.84,22.42,-0.84,-0.58,1.3,-33.17,74.42,true
1966,7.38,-0.82,22.38,-0.82,-0.58,1.3,-33.19,74.65,true
1967,7.35,-0.79,22.35,-0.79,-0.58,1.31,-33.22,74.88,true
1968,7.32,-0.76,22.32,-0.76,-0.58,1.31,-33.24,75.1,true
1969,7.29,-0.74,22.29,-0.74,-0.58,1.31,-33.26,75.32,true
1970,7.26,-0.71,22.26,-0.71,-0.58,1.32,-33.28,75.53,true
1971,7.23,-0.68,22.23,-0.68,-0.58,1.32,-33.29,75.74,true
1972,7.2,-0.66,22.2,-0.66,-0.58,1.33,-33.31,75.94,true
1973,7.17,-0.63,22.17,-0.63,-0.58,1.33,-33.32,76.14,true
1974,7.14,-0.61,22.14,-0.61,-0.58,1.33,-33.33,76.33,true
1975,7.12,-0.58,22.12,-0.58,-0.58,1.34,-33.34,76.52,true
1976,7.09,-0.56,22.09,-0.56,-0.58,1.34,-33.35,76.7,true
1977,7.07,-0.53,22.07,-0.53,-0.58,1.34,-33.35,76.87,true
1978,7.04,-0.51,22.04,-0.51,-0.58,1.34,-33.36,77.04,true
1979,7.02,-0.49,22.02,-0.49,-0.58,1.35,-33.36,77.2,true
1980,7.0,-0.46,22.0,-0.46,-0.58,1.35,-33.36,77.35,true
1981,6.98,-0.44,21.98,-0.44,-0.58,1.35,-33.35,77.5,true
1982,6.95,-0.42,21.95,-0.42,-0.58,1.36,-33.35,77.64,true
1983,6.94,-0.39,21.94,-0.39,-0.58,1.36,-33.34,77.77,true
1984,6.92,-0.37,21.92,-0.37,-0.58,1.36,-33.33,77.9,true
1985,6.9,-0.35,21.9,-0.35,-0.58,1.36,-33.32,78.02,true
1986,6.88,-0.32,21.88,-0.32,-0.58,1.36,-33.3,78.14,true
1987,6.87,-0.3,21.87,-0.3,-0.58,1.37,-33.29,78.24,true
1988,6.85,-0.28,21.85,-0.28,-0.58,1.37,-33.27,78.34,true
1989,6.84,-0.26,21.84,-0.26,-0.58,1.37,-33.24,78.44,true
1990,6.83,-0.24,21.83,-0.24,-0.58,1.37,-33.22,78.52,true
1991,6.81,-0.21,21.81,-0.21,-0.58,1.37,-33.19,78.6,true
1992,6.8,-0.19,21.8,-0.19,-0.58,1.37,-33.16,78.67,true
1993,6.79,-0.17,21.79,-0.17,-0.58,1.37,-33.13,78.73,true
1994,6.79,-0.15,21.79,-0.15,-0.58,1.38,-33.1,78.79,true
1995,6.78,-0.13,21.78,-0.13,-0.58,1.38,-33.06,78.84,true
1996,6.77,-0.11,21.77,-0.11,-0.58,1.38,-33.02,78.88,true
1997,6.77,-0.09,21.77,-0.09,-0.58,1.38,-32.97,78.91,true
1998,6.76,-0.06,21.76,-0.06,-0.57,1.38,-32.93,78.94,true
1999,6.76,-0.04,21.76,-0.04,-0.57,1.38,-32.88,78.96,true
2000,6.76,-0.02,21.76,-0.02,-0.57,1.38,-32.83,78.97,true
2001,6.76,-0.0,21.76,-0.0,-0.57,1.38,-32.77,78.97,true
